,time,cases,fitted
0,2020.1530054644809,6.0,456.14369780437005
1,2020.155737704918,11.0,512.1632702493785
2,2020.1584699453551,16.0,575.2877342463786
3,2020.1612021857923,26.0,646.4035694081301
4,2020.1639344262296,39.0,726.5004916142477
5,2020.1666666666667,47.0,816.6811726593193
6,2020.1693989071039,66.0,918.1711769169385
7,2020.172131147541,80.0,1032.328875766433
8,2020.1748633879781,110.0,1160.6550118034575
9,2020.1775956284152,156.0,1304.8014760777812
10,2020.1803278688524,233.0,1466.5787317482486
11,2020.1830601092897,297.0,1647.9611659985726
12,2020.1857923497269,346.0,1851.089480288596
13,2020.188524590164,445.0,2078.2690421410452
14,2020.191256830601,605.0,2331.9629272996353
15,2020.1939890710382,847.0,2614.778195987931
16,2020.1967213114754,1165.0,2929.443791781192
17,2020.1994535519125,1501.0,3278.7783594097555
18,2020.2021857923498,1921.0,3665.646290708677
19,2020.204918032787,2227.0,4092.900479337268
20,2020.207650273224,3055.0,4563.310659446164
21,2020.2103825136612,3832.0,5079.476888453116
22,2020.2131147540983,4920.0,5643.728784694489
23,2020.2158469945355,5992.0,6258.012608731032
24,2020.2185792349726,7227.0,6923.770242921635
25,2020.22131147541,8177.0,7641.816639204597
26,2020.224043715847,8712.0,8412.22549656382
27,2020.2267759562842,9924.0,9234.237177463101
28,2020.2295081967213,11048.0,10106.209354961025
29,2020.2322404371585,12184.0,11025.643346996796
30,2020.2349726775956,13252.0,11989.350186297452
31,2020.2377049180327,14627.0,12993.920371803233
32,2020.24043715847,15456.0,14037.097674084449
33,2020.2431693989072,16062.0,15124.142106686908
34,2020.2459016393443,17111.0,16278.114050068401
35,2020.2486338797814,18104.0,17357.838775396427
36,2020.2513661202186,19171.0,18395.871492844515
37,2020.2540983606557,20237.0,19395.305813932242
38,2020.2568306010928,21219.0,20353.559025321687
39,2020.25956284153,21805.0,21267.20346104497
40,2020.2622950819673,22237.0,22133.12965144068
41,2020.2650273224044,22931.0,22948.954612818954
42,2020.2677595628415,23610.0,23713.161995953684
43,2020.2704918032787,24275.0,24425.114943816916
44,2020.2732240437158,24897.0,25084.999115992592
45,2020.275956284153,25335.0,25693.726417470287
46,2020.27868852459,25786.0,26252.818782941176
47,2020.2814207650274,26036.0,26764.285333058717
48,2020.2841530054645,26277.0,27230.502163964517
49,2020.2868852459017,26623.0,27654.100949394888
50,2020.2896174863388,26932.0,28037.870100465585
51,2020.292349726776,27243.0,28384.670336112144
52,2020.295081967213,27555.0,28697.365101730706
53,2020.2978142076502,27804.0,28978.76527977001
54,2020.3005464480875,27977.0,29231.586995428057
55,2020.3032786885246,28178.0,29458.42096206209
56,2020.3060109289618,28351.0,29661.711665726994
57,2020.308743169399,28568.0,29843.744692470453
58,2020.311475409836,28773.0,30006.64060619583
59,2020.3142076502731,28958.0,30152.35394538958
60,2020.3169398907103,29107.0,30282.676095116076
61,2020.3196721311476,29182.0,30399.240984311007
62,2020.3224043715848,29324.0,30503.532743770924
63,2020.3251366120219,29451.0,30596.894629455306
64,2020.327868852459,29591.0,30680.538663923413
65,2020.3306010928961,29733.0,30755.555575913695
66,2020.3333333333333,29844.0,30822.924723618056
67,2020.3360655737704,29915.0,30883.523773622295
68,2020.3387978142077,29974.0,30938.137976650607
69,2020.3415300546449,30027.0,30987.468935630972
70,2020.344262295082,30090.0,31032.142803705436
71,2020.3469945355191,30174.0,31072.717881462177
72,2020.3497267759562,30243.0,31109.691606378015
73,2020.3524590163934,30307.0,31143.506944336583
74,2020.3551912568305,30352.0,31174.558204929912
75,2020.3579234972678,30388.0,31203.196310064555
76,2020.360655737705,30445.0,31229.733550151544
77,2020.363387978142,30491.0,31254.44786470602
78,2020.3661202185792,30535.0,31277.586684925074
79,2020.3688524590164,30577.0,31299.370375524453
80,2020.3715846994535,30624.0,31319.995311861163
81,2020.3743169398906,30656.0,31339.636626633
82,2020.377049180328,30672.0,31358.450658352045
83,2020.379781420765,30699.0,31376.577131502494
84,2020.3825136612022,30730.0,31394.141095981526
85,2020.3852459016393,30766.0,31411.254651035782
86,2020.3879781420765,30794.0,31428.018476698406
87,2020.3907103825136,30815.0,31444.523193542944
88,2020.3934426229507,30836.0,31460.850569554997
89,2020.396174863388,30846.0,31477.07459103859
90,2020.3989071038252,30853.0,31493.262412727592
91,2020.4016393442623,30874.0,31509.475200711087
92,2020.4043715846994,30887.0,31525.768880286832
93,2020.4071038251366,30908.0,31542.194799592824
94,2020.4098360655737,30937.0,31558.80031865526
95,2020.4125683060108,30978.0,31575.6293324361
96,2020.4153005464482,30988.0,31592.722735508785
97,2020.4180327868853,30991.0,31610.118835126264
98,2020.4207650273224,31008.0,31627.85371871254
99,2020.4234972677596,31026.0,31645.961581078718
100,2020.4262295081967,31050.0,31664.475016109012
101,2020.4289617486338,31072.0,31683.42527709381
102,2020.431693989071,31088.0,31702.842509418944
103,2020.4344262295083,31095.0,31722.755958896094
104,2020.4371584699454,31113.0,31743.19415863166
105,2020.4398907103825,31124.0,31764.185097033234
106,2020.4426229508197,31142.0,31785.75636919939
107,2020.4453551912568,31166.0,31807.935313735696
108,2020.448087431694,31194.0,31830.749136774022
109,2020.450819672131,31206.0,31854.225024779487
110,2020.4535519125684,31222.0,31878.390247549505
111,2020.4562841530055,31246.0,31903.272252635325
112,2020.4590163934427,31273.0,31928.89875231834
113,2020.4617486338798,31297.0,31955.29780407824
114,2020.464480874317,31313.0,31982.497885450633
115,2020.467213114754,31341.0,32010.527964032546
116,2020.4699453551912,31373.0,32039.417563322793
117,2020.4726775956285,31387.0,32069.196825009087
118,2020.4754098360656,31419.0,32099.896568229524
119,2020.4781420765028,31449.0,32131.548346329928
120,2020.48087431694,31515.0,32164.184501499556
121,2020.483606557377,31559.0,32197.838217708893
122,2020.4863387978141,31627.0,32232.543572280967
123,2020.4890710382513,31670.0,32268.335586409765
124,2020.4918032786886,31709.0,32305.250274908598
125,2020.4945355191257,31800.0,32343.324695422285
126,2020.4972677595629,31905.0,32382.59699737776
127,2020.5,32023.0,32423.10647081896
128,2020.5027322404371,32172.0,32464.893595360463
129,2020.5054644808743,32271.0,32508.000089414214
130,2020.5081967213114,32321.0,32552.46895985052
131,2020.5109289617487,32374.0,32598.34455224309
132,2020.5136612021859,32455.0,32645.672601810104
133,2020.516393442623,32554.0,32694.500285234648
134,2020.51912568306,32655.0,32744.87627340547
135,2020.5218579234972,32744.0,32796.850785246075
136,2020.5245901639344,32835.0,32850.47564271371
137,2020.5273224043715,32910.0,32905.80432707168
138,2020.5300546448088,32977.0,32962.89203653503
139,2020.532786885246,33061.0,33021.79574535231
140,2020.535519125683,33186.0,33082.57426448394
141,2020.5382513661202,33331.0,33145.288303868176
142,2020.5409836065573,33431.0,33210.00053643052
143,2020.5437158469945,33556.0,33276.7756638913
144,2020.5464480874316,33625.0,33345.680484458826
145,2020.549180327869,33673.0,33416.783962495974
146,2020.551912568306,33776.0,33490.15730020686
147,2020.5546448087432,33919.0,33565.874011515305
148,2020.5573770491803,34049.0,33644.00999810068
149,2020.5601092896175,34196.0,33724.643627764715
150,2020.5628415300546,34341.0,33807.85581518119
151,2020.5655737704917,34443.0,33893.73010512428
152,2020.568306010929,34491.0,33982.352758275934
153,2020.5710382513662,34645.0,34073.81283966424
154,2020.5737704918033,34815.0,34168.20230994548
155,2020.5765027322404,35045.0,34265.616119489176
156,2020.5792349726776,35252.0,34366.15230548966
157,2020.5819672131147,35405.0,34469.912092181614
158,2020.5846994535518,35548.0,34576.99999429736
159,2020.5874316939892,35636.0,34687.52392391657
160,2020.5901639344263,35761.0,34801.59530080695
161,2020.5928961748634,35902.0,34919.32916656421
162,2020.5956284153006,36110.0,35040.844302555015
163,2020.5983606557377,36272.0,35166.26335200934
164,2020.6010928961748,36444.0,35295.712946442
165,2020.603825136612,36568.0,35429.323836677075
166,2020.6065573770493,36658.0,35567.23102878697
167,2020.6092896174864,36848.0,35709.57392521914
168,2020.6120218579235,37117.0,35856.49647167587
169,2020.6147540983607,37350.0,36008.147309969856
170,2020.6174863387978,37635.0,36164.67993754929
171,2020.620218579235,37854.0,36326.2528742306
172,2020.622950819672,38069.0,36493.02983685566
173,2020.6256830601094,38190.0,36665.179922711664
174,2020.6284153005465,38407.0,36842.877802589865
175,2020.6311475409836,38675.0,37026.30392482858
176,2020.6338797814208,38980.0,37215.644731380016
177,2020.636612021858,39290.0,37411.09288767434
178,2020.639344262295,39613.0,37612.84752803276
179,2020.6420765027322,39817.0,37821.114518809016
180,2020.6448087431695,39990.0,38036.10674183297
181,2020.6475409836066,40235.0,38258.04440106482
182,2020.6502732240438,40512.0,38487.15535629558
183,2020.6530054644809,40889.0,38723.675487750974
184,2020.655737704918,41230.0,38967.84909685101
185,2020.6584699453551,41615.0,39219.929348917045
186,2020.6612021857923,41879.0,39480.17876482321
187,2020.6639344262296,42081.0,39748.8697698757
188,2020.6666666666667,42317.0,40026.28530956248
189,2020.6693989071039,42644.0,40312.71954408622
190,2020.672131147541,43008.0,40608.47863493672
191,2020.6748633879781,43426.0,40913.88164005915
192,2020.6775956284152,43855.0,41229.261536688995
193,2020.6803278688524,44196.0,41554.966394606156
194,2020.6830601092897,44433.0,41891.36072673871
195,2020.6857923497269,44779.0,42238.827048779836
196,2020.688524590164,45178.0,42597.76768590155
197,2020.691256830601,45601.0,42968.60687055075
198,2020.6939890710382,46108.0,43351.79318441726
199,2020.6967213114754,46590.0,43747.80240666682
200,2020.6994535519125,46948.0,44157.14084202782
201,2020.7021857923498,47234.0,44580.34921563853
202,2020.704918032787,47596.0,45018.00723697239
203,2020.707650273224,48033.0,45470.73895430114
204,2020.7103825136612,48533.0,45939.21904150609
205,2020.7131147540983,49056.0,46424.18018555188
206,2020.7158469945355,49519.0,46926.421771735164
207,2020.7185792349726,49843.0,47446.820098478645
208,2020.72131147541,50094.0,47986.340393425904
209,2020.724043715847,50428.0,48546.05094852361
210,2020.7267759562842,50819.0,49127.13974598008
211,2020.7295081967213,51200.0,49730.934006362644
212,2020.7322404371585,51533.0,50358.92316089842
213,2020.7349726775956,51871.0,51012.78582701071
214,2020.7377049180327,52142.0,51694.42145301532
215,2020.74043715847,52293.0,52405.987392592506
216,2020.7431693989072,52557.0,53149.942270484535
217,2020.7459016393443,52895.0,53929.09660705068
218,2020.7486338797814,53404.0,54746.67177089854
219,2020.7513661202186,53939.0,55606.36842542041
220,2020.7540983606557,54490.0,56512.44570730644
221,2020.7568306010928,54985.0,57469.81241030223
222,2020.75956284153,55497.0,58484.13141820894
223,2020.7622950819673,56127.0,59561.93850245385
224,2020.7650273224044,57082.0,60710.776321706755
225,2020.7677595628415,58278.0,61939.34397146807
226,2020.7704918032787,59534.0,63257.661636239514
227,2020.7732240437158,61040.0,64677.248696635026
228,2020.775956284153,62370.0,66211.31189096175
229,2020.77868852459,63315.0,67874.93767217075
230,2020.7814207650274,65117.0,69685.27955683836
231,2020.7841530054645,67289.0,71661.7268588618
232,2020.7868852459017,69895.0,73826.03560911557
233,2020.7896174863388,72804.0,76202.39564053665
234,2020.792349726776,76283.0,78817.39995504192
235,2020.795081967213,79163.0,81699.87407264396
236,2020.7978142076502,81506.0,84880.51512541018
237,2020.8005464480875,85190.0,88391.28471583265
238,2020.8032786885246,89599.0,92264.49858697821
239,2020.8060109289618,95501.0,96531.5634120689
240,2020.808743169399,101393.0,101221.33053064393
241,2020.811475409836,108312.0,106358.07217751004
242,2020.8142076502731,113763.0,111959.14000891463
243,2020.8169398907103,118112.0,118032.43740450074
244,2020.8196721311476,125503.0,124573.91918519505
245,2020.8224043715848,133552.0,131565.41072011425
246,2020.8251366120219,142181.0,138973.09155653304
247,2020.827868852459,150952.0,146746.99191737076
248,2020.8306010928961,159831.0,154821.78312411683
249,2020.8333333333333,166674.0,163118.99845948504
250,2020.8360655737704,171669.0,171550.6147383221
251,2020.8387978142077,179336.0,180023.69628487772
252,2020.8415300546449,187498.0,188445.60701680003
253,2020.844262295082,196720.0,196729.18605160306
254,2020.8469945355191,205804.0,204797.2894102761
255,2020.8497267759562,214325.0,212586.22297730314
256,2020.8524590163934,219706.0,220047.7946441545
257,2020.8551912568305,223866.0,227149.94219866334
258,2020.8579234972678,230413.0,233876.09415482765
259,2020.860655737705,237266.0,240223.55652361776
260,2020.863387978142,244406.0,246201.2768752244
261,2020.8661202185792,250621.0,251827.3267172735
262,2020.8688524590164,256436.0,257126.38586924537
263,2020.8715846994535,260875.0,262127.43273576262
264,2020.8743169398906,263797.0,266861.7628714487
265,2020.877049180328,268447.0,271361.3883811544
266,2020.879781420765,273552.0,275657.81864936015
267,2020.8825136612022,278810.0,279781.1892720295
268,2020.8852459016393,283498.0,283759.68819478643
269,2020.8879781420765,288000.0,287619.2220122216
270,2020.8907103825136,291489.0,291383.2670999318
271,2020.8934426229507,293618.0,295072.8564123919
272,2020.896174863388,297542.0,298706.6609037828
273,2020.8989071038252,301899.0,302301.1329920233
274,2020.9016393442623,306593.0,305870.68735794374
275,2020.9043715846994,310510.0,309427.9011791795
276,2020.9071038251366,314715.0,312983.7215578663
277,2020.9098360655737,317979.0,316547.67244916834
278,2020.9125683060108,319971.0,320128.0570448932
279,2020.9153005464482,323795.0,323732.15455076844
280,2020.9180327868853,327733.0,327366.4129153718
281,2020.9207650273224,332372.0,331036.64170342643
282,2020.9234972677596,336565.0,334748.2124437332
283,2020.9262295081967,341105.0,338506.2782768493
284,2020.9289617486338,344549.0,342316.0320164475
285,2020.931693989071,346630.0,346183.03479584557
286,2020.9344262295083,350826.0,350113.6727433638
287,2020.9371584699454,355471.0,354115.8521128997
288,2020.9398907103825,360578.0,358200.16541484755
289,2020.9426229508197,365305.0,362382.07922652905
290,2020.9453551912568,370147.0,366686.6776525108
291,2020.948087431694,373897.0,371161.44766121777
292,2020.950819672131,376596.0,375928.78871404787
293,2020.9535519125684,380833.0,381596.65620453993
294,2020.9562841530055,385707.0,386517.9085641935
295,2020.9590163934427,390763.0,391049.41258594464
296,2020.9617486338798,395572.0,395379.46897609637
297,2020.964480874317,399959.0,399568.0319848867
298,2020.967213114754,403363.0,403644.18999236735
299,2020.9699453551912,405792.0,407624.62837021716
300,2020.9726775956285,409740.0,411519.8401496368
301,2020.9754098360656,414356.0,415336.8130143273
302,2020.9781420765028,419281.0,419080.3815553155
303,2020.98087431694,423564.0,422753.98146579333
304,2020.983606557377,426170.0,426360.10288416373
305,2020.9863387978141,428202.0,429900.57887319906
306,2020.9890710382513,430190.0,433376.7773661865
307,2020.9918032786886,433886.0,436789.7335075879
308,2020.9945355191257,438306.0,440140.243545605
309,2020.9972677595629,442805.0,443428.93300424115
310,2021.0,446867.0,446656.3070969652
311,2021.0027322404371,449435.0,449822.7885523973
312,2021.0054644808743,451612.0,452928.7463026062
313,2021.0081967213114,453691.0,455974.51740344363
314,2021.0109289617487,457674.0,458960.42385190225
315,2021.0136612021859,461849.0,461886.78549393057
316,2021.016393442623,466229.0,464753.92990081373
317,2021.01912568306,469550.0,467562.19986036525
318,2021.0218579234972,472756.0,470311.9589795699
319,2021.0245901639344,475022.0,473003.59577585565
320,2021.0273224043715,476519.0,475637.5265521829
321,2021.0300546448088,479231.0,478214.197288806
322,2021.032786885246,482026.0,480734.084736079
323,2021.035519125683,484822.0,483197.69686123263
324,2021.0382513661202,487255.0,485605.57276675117
325,2021.0409836065573,489492.0,487958.28218370595
326,2021.0437158469945,491206.0,490256.42462161457
327,2021.0464480874316,492319.0,492500.6282440673
328,2021.049180327869,494466.0,494691.5485281227
329,2021.051912568306,496810.0,496829.8667550414
330,2021.0546448087432,499266.0,498916.288376165
331,2021.0573770491803,501373.0,500951.5412850672
332,2021.0601092896175,503462.0,502936.3740282043
333,2021.0628415300546,505015.0,504871.5539779464
334,2021.0655737704917,505951.0,506757.8654893482
335,2021.068306010929,507755.0,508596.10805869754
336,2021.0710382513662,509552.0,510387.0944980009
337,2021.0737704918033,511513.0,512131.64914031303
338,2021.0765027322404,513396.0,513830.6060833504
339,2021.0792349726776,515178.0,515484.80748234305
340,2021.0819672131147,516464.0,517095.10189823643
341,2021.0846994535518,517357.0,518662.34270701953
342,2021.0874316939892,518943.0,520187.3865747006
343,2021.0901639344263,520599.0,521671.0920004868
344,2021.0928961748634,522491.0,523114.3179324367
345,2021.0956284153006,523986.0,524517.9224546
346,2021.0983606557377,525586.0,525882.7615483967
347,2021.1010928961748,526679.0,527209.6879276896
348,2021.103825136612,527374.0,528499.5499473698
349,2021.1065573770493,528655.0,529753.1905847901
350,2021.1092896174864,530040.0,530971.4464922749
351,2021.1120218579235,531534.0,532155.1471207787
352,2021.1147540983607,532740.0,533305.1139108536
353,2021.1174863387978,533875.0,534422.1595505136
354,2021.120218579235,534764.0,535507.0872972037
355,2021.122950819672,535357.0,536560.6903616693
356,2021.1256830601094,536359.0,537583.7513513924
357,2021.1284153005465,537486.0,538577.0417705929
358,2021.1311475409836,538646.0,539541.3215755122
359,2021.1338797814208,539697.0,540477.3387806949
360,2021.136612021858,540822.0,541385.8291149625
361,2021.139344262295,541644.0,542267.5157239756
362,2021.1420765027322,542256.0,543123.1089169142
363,2021.1448087431695,543404.0,543953.3059548154
364,2021.1475409836066,544594.0,544758.7908776815
365,2021.1502732240438,545728.0,545540.2343689699
366,2021.1530054644809,546786.0,546298.2936537226
367,2021.155737704918,547880.0,547033.6124290914
368,2021.1584699453551,548752.0,547746.8208246289
369,2021.1612021857923,549380.0,548438.5353902841
370,2021.1639344262296,550474.0,549109.3591101042
371,2021.1666666666667,551662.0,549759.8814393501
372,2021.1693989071039,552817.0,550390.678363975
373,2021.172131147541,553924.0,551002.3124795574
374,2021.1748633879781,555186.0,551595.3330888194
375,2021.1775956284152,,552170.2763157713
376,2021.1803278688524,,552727.665234998
377,2021.1830601092897,,553268.010014676
378,2021.1857923497269,,553791.808071678
379,2021.188524590164,,554299.5442381394
380,2021.191256830601,,554791.6909373694
381,2021.1939890710382,,555268.7083686359
382,2021.1967213114754,,555731.0446994817
383,2021.1994535519125,,556179.1362646099
384,2021.2021857923498,,556613.407770438
